ID,Temperature1,Temperature2,Speed,Time,Num,Y1,Y2,Y3,T1,T2,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2
5216,158,80,0,195,-1,-1,-1,11,1,PlaceHolder,475.8,EG,142.8,CH2Cl2,288.4,MHA,372.3,TBT,310,OCT,50,GBL,106.4,DIEA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5217,88,150,17,106,-1,-1,-1,11,1,PlaceHolder,118.8,OLA-HBr,439.3,BMIM-Tf2N,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5218,131,64,0,454,-1,-1,-1,11,1,PlaceHolder,328.5,MXY,459.5,toluene,366.2,BEA,23,luminol,465.9,TOA,170,TMNO,281.8,HDA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5219,168,97,0,135,-1,-1,-1,11,1,PlaceHolder,29.8,DMF,438.4,ESE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5220,125,143,4,185,-1,-1,-1,11,1,PlaceHolder,458.9,HYD,214.8,CTAB,207,TBAC,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5221,95,50,0,201,-1,-1,-1,11,1,PlaceHolder,468.5,HDA-HCl,403.9,OT,313.5,HMT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5222,52,47,0,85,-1,-1,-1,11,1,PlaceHolder,483.4,Na-LAA,402.1,PEG,31.4,PVP,178.4,MLA,371.1,NVP,445.5,ISA,259.6,mesitylene,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5223,110,90,0,375,-1,-1,-1,11,1,PlaceHolder,78,hexane,472.7,GLU,299.9,OCTA,341.3,PEG,396.8,DDOACl,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5224,42,0,0,419,-1,-1,-1,11,1,PlaceHolder,165.3,ISA,25.5,HYD,55.9,TBP,444.2,squalane,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5225,9,177,4,460,-1,-1,-1,11,1,PlaceHolder,92.8,CTAB,158.9,NEt3,70.9,ethanol,150.3,BLAM,56.8,tetralin,8.8,OLA,190.2,TEG,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5226,199,33,0,443,-1,-1,-1,11,1,PlaceHolder,257.8,hexane,155.3,TOA,124.4,OLOH,124.2,toluene,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5227,142,18,0,8,-1,-1,-1,11,1,PlaceHolder,87.8,HDD,101.7,tetralin,373.2,OCEA,367.7,ACN,47.9,DIP,249.1,hexane,230.4,TBT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5228,3,131,5,244,-1,-1,-1,11,1,PlaceHolder,191.3,HDE,247.6,HMDS,140,OLA-HBr,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5229,29,157,6,179,-1,-1,-1,11,1,PlaceHolder,381.7,HEOH,360.5,DT,364.3,PVP,452.5,SDS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5230,198,159,0,18,-1,-1,-1,11,1,PlaceHolder,377.2,DA,475.7,NA_,237.9,t-DT,422.5,NH3-H2O,343.6,ODPIA,173.8,UDE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5231,86,165,16,254,-1,-1,-1,11,1,PlaceHolder,51,TOA,77.5,BLAM,80.7,ethanol,466.9,HDA-HCl,345.5,HS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5232,194,74,0,308,-1,-1,-1,11,1,PlaceHolder,184.8,CHCl3,169.7,TFA,268.8,DBA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5233,11,35,20,251,-1,-1,-1,11,1,PlaceHolder,175.1,DBA,320.6,MHA,201.1,ABI,68.4,TCB,83.3,ODPOA,342.7,HT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5234,47,26,0,273,-1,-1,-1,11,1,PlaceHolder,388,HA,79.3,EMIMES,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5235,45,133,12,89,-1,-1,-1,11,1,PlaceHolder,171.5,HLAM,128.8,GBL,305.8,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5236,184,69,0,347,-1,-1,-1,11,1,PlaceHolder,130.1,MA,341,OCT-HCl,437,HDE,260.8,HDAC,236.2,mesitylene,390.1,TBAB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5237,161,189,16,399,-1,-1,-1,11,1,PlaceHolder,445.3,CFA,459,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5238,83,60,0,385,-1,-1,-1,11,1,PlaceHolder,2,HDT,171.4,DMF,308.6,TCB,264.6,ODT,329.4,NH3-H2O,74.5,TBOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5239,31,2,0,145,-1,-1,-1,11,1,PlaceHolder,293.1,HPA,496.2,DOPO,496.2,HDT,445.4,HLAM,161.4,DOA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5240,37,174,2,467,-1,-1,-1,11,1,PlaceHolder,303.4,MA,73.8,DIEA,250.4,DCE,22.2,DA,138,tetralin,122.5,HDE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5241,137,170,11,283,-1,-1,-1,11,1,PlaceHolder,12.9,TDPA,18.9,UDE,358.5,PHA,493.2,HMDS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5242,156,149,0,355,-1,-1,-1,11,1,PlaceHolder,490.8,DPE,44.1,PA,199.6,NLA,267.5,DBE,36.4,EMIMES,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5243,29,177,8,27,-1,-1,-1,11,1,PlaceHolder,72.9,DCB,335.8,TBP,90.3,DEA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5244,27,146,3,40,-1,-1,-1,11,1,PlaceHolder,375.9,TPP,440.6,OCT-HBr,248.1,TDPA,180.9,ODA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5245,163,175,12,149,-1,-1,-1,11,1,PlaceHolder,48.4,EG,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5246,164,45,0,96,-1,-1,-1,11,1,PlaceHolder,233,ethanol,63.2,TGA,358.5,OCT,266.4,UDE,137.8,CTAC,491.7,OPA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5247,175,66,0,436,-1,-1,-1,11,1,PlaceHolder,335.2,HMT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5248,128,140,7,299,-1,-1,-1,11,1,PlaceHolder,430.1,HDE,141.6,mesitylene,293.4,ACN,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5249,181,107,0,133,-1,-1,-1,11,1,PlaceHolder,88.4,DEG,249,ODT,340.7,NMP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5250,158,25,0,488,-1,-1,-1,11,1,PlaceHolder,480.5,Na-HDS,59.1,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5251,80,36,0,29,-1,-1,-1,11,1,PlaceHolder,443.3,OLOH,367.8,EG,45.2,MLA,460.2,DOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5252,111,156,12,379,-1,-1,-1,11,1,PlaceHolder,418.4,HLAM,383.2,EAC,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5253,81,150,4,286,-1,-1,-1,11,1,PlaceHolder,395.5,TOA,283,PVP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5254,108,62,0,213,-1,-1,-1,11,1,PlaceHolder,74.5,HDAC,271.6,HDA-HI,8.1,TBAB,240.6,DCE,472.2,EMIMES,293.6,DBE,180.6,DIP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5255,122,19,0,217,-1,-1,-1,11,1,PlaceHolder,204.2,TCB,365.1,NA_,434.9,CTAC,73.5,TBAB,338.7,MXY,274.2,NMP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5256,131,44,0,303,-1,-1,-1,11,1,PlaceHolder,210.3,HDE,395.9,EG,469.5,TBA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5257,121,47,0,24,-1,-1,-1,11,1,PlaceHolder,316.1,TA,168.5,MXY,14.1,HDA-HI,419.7,fructose,188,DA,8.8,tetralin,84.1,THF,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5258,66,171,7,396,-1,-1,-1,11,1,PlaceHolder,59,TBA,138.4,fructose,326.3,ACN,308.7,BuMgCl,388.7,OCT,450,mesitylene,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5259,120,81,0,304,-1,-1,-1,11,1,PlaceHolder,261.2,DDOACl,478.4,luminol,47.8,Na-CIT,448,TOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5260,55,63,10,132,-1,-1,-1,11,1,PlaceHolder,399.8,ISA,9.3,ACN,399.7,HEOH,313.2,THF,114.1,Na-LAA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5261,67,187,3,344,-1,-1,-1,11,1,PlaceHolder,120.8,DMSO,318.8,hexane,476.2,BPCA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5262,83,151,7,482,-1,-1,-1,11,1,PlaceHolder,240.8,NH4Ac,243.1,DIP,180.7,THPC,128.7,OLA-HBr,473.2,EOT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5263,186,147,0,451,-1,-1,-1,11,1,PlaceHolder,494.9,NLA,400.4,LA,81.1,SDS,28.9,AMNP,281.8,DBE,325.3,(TMS)3Si,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5264,173,162,0,50,-1,-1,-1,11,1,PlaceHolder,163.3,FA,369.1,HD,400.7,GBL,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5265,131,191,5,207,-1,-1,-1,11,1,PlaceHolder,341.3,tetralin,198.7,LCEE,409.7,ODPOA,110,octane,148.9,DEA,126.7,NH2OH,207.2,OCTA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5266,28,120,13,1,-1,-1,-1,11,1,PlaceHolder,282.8,DEG,43.4,DIEA,457.7,OPA,281.4,TMNO,498.9,decyne,162.6,DPE,452.5,NH3-H2O,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5267,128,71,0,428,-1,-1,-1,11,1,PlaceHolder,9.8,HDA,365.9,CYH,202.2,TGA,446.2,EOT,441.7,CFA,147.7,HAc,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5268,103,176,14,495,-1,-1,-1,11,1,PlaceHolder,429,DODA,384.9,NH3-H2O,361.7,BA,404.3,TDOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5269,143,92,0,466,-1,-1,-1,11,1,PlaceHolder,157.3,DCB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5270,105,81,0,487,-1,-1,-1,11,1,PlaceHolder,42.5,MLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5271,44,40,0,50,-1,-1,-1,11,1,PlaceHolder,178.8,SDS,396.7,Na-LAA,190.6,HMDS,352.8,DPP,497.5,DIEA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5272,51,130,19,5,-1,-1,-1,11,1,PlaceHolder,113.6,UDE,67,DIP,37.5,Na-HDS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5273,114,182,20,13,-1,-1,-1,11,1,PlaceHolder,172.3,MXY,46.7,DDE,453.9,ESE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5274,65,30,0,226,-1,-1,-1,11,1,PlaceHolder,272.2,(TMS)3Si,139.1,DIEA,446.9,TOP,397.8,CYPHOS104,402,N-DPT,437.8,TDE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5275,175,113,0,278,-1,-1,-1,11,1,PlaceHolder,440,TBT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5276,178,183,6,397,-1,-1,-1,11,1,PlaceHolder,249.7,OLOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5277,138,73,0,264,-1,-1,-1,11,1,PlaceHolder,416,HDE,375.4,TPPe,375.5,TCB,402.1,PEG,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5278,64,30,0,364,-1,-1,-1,11,1,PlaceHolder,488.4,TPP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5279,64,100,1,64,-1,-1,-1,11,1,PlaceHolder,330.5,HDE,301.4,SDS,440.4,LA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5280,52,10,0,321,-1,-1,-1,11,1,PlaceHolder,201.7,CYH,171.5,TBPT,33,ESE,239.1,PHA,12.6,CH2Cl2,498.5,PA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5281,70,53,0,138,-1,-1,-1,11,1,PlaceHolder,349.9,LAA,212.1,decyne,9.1,OLOH,470.4,HDE,164.8,EHA,401.5,SDS,30,TBT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5282,49,148,20,62,-1,-1,-1,11,1,PlaceHolder,465.7,DODA,253.3,MHA,36.4,TDPA,317.1,toluene,487.2,PEG,481.5,DCB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5283,59,80,13,399,-1,-1,-1,11,1,PlaceHolder,454,NH3-H2O,44.4,DDE,326.1,H2O,459,BA,402.3,TBT,342,HDE,45.9,DCB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5284,8,160,4,406,-1,-1,-1,11,1,PlaceHolder,27.2,OLA-HI,366.3,HDA-HCl,286.5,TOAB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5285,165,195,18,415,-1,-1,-1,11,1,PlaceHolder,390.3,TOAB,126.2,TBAC,231.4,HDD,261.9,LCEE,66.6,HLAM,12.4,NMP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5286,119,190,19,405,-1,-1,-1,11,1,PlaceHolder,421.5,DMF,319.7,DEA,6.9,PVP,387.1,HPA,19.5,TBPY,352.3,LA,311.7,CYH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5287,32,197,7,474,-1,-1,-1,11,1,PlaceHolder,305.3,MA,2.4,TFA,214.1,TDE,273.1,HA,39.1,LCEE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5288,185,47,0,457,-1,-1,-1,11,1,PlaceHolder,328.2,ODE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5289,42,4,0,152,-1,-1,-1,11,1,PlaceHolder,412.5,NH4Ac,286.9,tetralin,235.7,OCEA,483.4,TBAC,452.8,OCT-HBr,191.9,HS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5290,171,64,0,461,-1,-1,-1,11,1,PlaceHolder,77.3,NLA,285.3,DDE,133.4,LA,129,BMIM-Tf2N,130.4,SDS,192.2,OCTA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5291,137,140,7,266,-1,-1,-1,11,1,PlaceHolder,36.2,OCTA,78.4,MXY,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5292,19,139,20,322,-1,-1,-1,11,1,PlaceHolder,86.7,CFA,487.9,tetralin,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5293,14,87,15,23,-1,-1,-1,11,1,PlaceHolder,314.4,DCB,433.4,Na-HDS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5294,36,12,0,309,-1,-1,-1,11,1,PlaceHolder,425.9,LAA,12.6,CHCl3,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5295,53,192,5,4,-1,-1,-1,11,1,PlaceHolder,451.7,ODPIA,101.7,DMSO,149.9,BA,468.7,TMNO,357.5,PA,479.3,OCT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5296,64,51,0,320,-1,-1,-1,11,1,PlaceHolder,458.4,NVP,375.6,DMSO,280.2,OCT-HBr,126.4,TCB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5297,191,36,0,279,-1,-1,-1,11,1,PlaceHolder,21.2,DEA,271.3,NA_,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5298,113,161,19,419,-1,-1,-1,11,1,PlaceHolder,178.9,BLAM,280.6,DCE,265.7,Na-HDS,414.9,CTAB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5299,30,92,4,403,-1,-1,-1,11,1,PlaceHolder,447.8,Na-LAA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5300,143,20,0,431,-1,-1,-1,11,1,PlaceHolder,162.6,DEG,286.4,MLA,73.1,squalane,204.9,HDT,13.2,TEG,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5301,89,74,0,411,-1,-1,-1,11,1,PlaceHolder,263.2,DDOACl,271.1,TBT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5302,147,186,10,75,-1,-1,-1,11,1,PlaceHolder,148.9,BPCA,185.1,HA,398.4,ODA,462.8,DDL,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5303,110,59,0,239,-1,-1,-1,11,1,PlaceHolder,202.8,LC,420.7,octane,200.6,TBPT,214.3,TDPA,490.8,EAC,462,DPE,88.1,MLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
5304,109,13,0,151,-1,-1,-1,11,1,PlaceHolder,291.2,LA,303.5,OLA-HBr,173.6,CYH,318.7,DMSO,156.8,OLA-HI,105.4,TBAB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
